[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Sr (all spectra): 1069 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 29000
Query NIST Bibliographic Databases for
Sr (new window)
Sr Energy Levels
Sr Line Wavelengths and Classification
Sr Transition Probabilities
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |               Observed  |                   Ritz    |   Rel. |    Aki    | Acc. |        Ei           Ek         |              Lower level               |              Upper level               |  gi   gk  |   Type|         TP  |    Line  |
          |              Wavelength |                Wavelength |   Int. |    s^-1   |      |      (cm-1)       (cm-1)       |----------------------------------------|----------------------------------------|           |       |        Ref. |    Ref.  |
          |               Air (nm)  |                 Air (nm)  |   (?)  |           |      |                                | Conf.                | Term     | J    | Conf.                | Term     | J    |           |       |             |          |
Sr I      |             638.6458    |               638.64581   |   1300 | 1.1e+07   | C+   |  18319.261    -   33973.065    | 5s.4d                | 3D       | 3    | 5s.6p                | 3P*      | 2    |   7 - 5   |       |       T5960 |   L7362  |
Sr I      |             638.8203    |               638.8201    |    800 | 1.4e+07   | C+   |  18218.784    -   33868.317    | 5s.4d                | 3D       | 2    | 5s.6p                | 3P*      | 1    |   5 - 3   |       |       T5960 |   L7362  |
Sr IV     |             639.4942    |               639.487     |     20 |           |      | 354937.05     -  370570.27     | 4s2.4p4.(1D<2>).6s   | 2[2]     | 3/2  | 4s2.4p4.(1D<2>).6p   | 2[3]*    | 5/2  |   4 - 6   |       |             |   L4311  |
Sr I      |             640.8463    |               640.8463    |   3100 | 2.4e+07   | C+   |  18319.261    -   33919.315    | 5s.4d                | 3D       | 3    | 4d.5p                | 3F*      | 4    |   7 - 9   |       |       T5960 |   L7362  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             644.6654    |               644.66536   |    350 | 1.5e+06   | C+   |  18319.261    -   33826.899    | 5s.4d                | 3D       | 3    | 4d.5p                | 1D*      | 2    |   7 - 5   |       |       T5960 |   L7362  |
Sr I      |             646.5774    |               646.5773    |    280 |           |      |  21698.452    -   37160.234    | 5s.5p                | 1P*      | 1    | 5p2                  | 1S       | 0    |   3 - 1   |       |             |   L7362  |
Sr IV     |             647.0111    |               647.010     |     20 |           |      | 342700.06     -  358151.51     | 4s2.4p4.(3P<1>).6s   | 2[1]     | 3/2  | 4s2.4p4.(3P<1>).6p   | 2[0]*    | 1/2  |   4 - 2   |       |             |   L4311  |
Sr II     |                         |               647.315     |        |           |      |  53372.97     -   68817.12     | 4p6.5d               | 2D       | 5/2  | 4p6.7p               | 2P*      | 3/2  |   6 - 4   |       |             |          |
Sr II     |                         |               649.465     |        |           |      |  53286.31     -   68679.34     | 4p6.5d               | 2D       | 3/2  | 4p6.7p               | 2P*      | 1/2  |   4 - 2   |       |             |          |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             650.3989    |               650.3992    |   2100 | 2.0e+07   | C+   |  18218.784    -   33589.709    | 5s.4d                | 3D       | 2    | 4d.5p                | 3F*      | 3    |   5 - 7   |       |       T5960 |   L7362  |
Sr I      |             654.6791    |               654.6788    |    500 | 3.8e+06   | C+   |  18319.261    -   33589.709    | 5s.4d                | 3D       | 3    | 4d.5p                | 3F*      | 3    |   7 - 7   |       |       T5960 |   L7362  |
Sr I      |             655.0244    |               655.0244    |   1400 | 8.9e+07   | C    |  21698.452    -   36960.842    | 5s.5p                | 1P*      | 1    | 5p2                  | 1D       | 2    |   3 - 5   |       |       T5363 |   L7362  |
Sr I      |             661.7266    |               661.72651   |   1100 | 1.6e+07   | C+   |  18159.040    -   33266.851    | 5s.4d                | 3D       | 1    | 4d.5p                | 3F*      | 2    |   3 - 5   |       |       T5960 |   L7362  |
Sr I      |             664.3536    |               664.35372   |    400 | 4.4e+06   | C+   |  18218.784    -   33266.851    | 5s.4d                | 3D       | 2    | 4d.5p                | 3F*      | 2    |   5 - 5   |       |       T5960 |   L7362  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             667.7275    |               667.7260    |      8 |           |      | 268960.97     -  283933.04     | 4p5.(2P*<3/2>).5d    | 2[1/2]*  | 1    | 4p5.(2P*<3/2>).6p    | 2[1/2]   | 0    |   3 - 1   |       |             |   L1771  |
Sr II     |                         |               673.8392    |        | 2.559e+00 | AA   |      0.00     -   14836.24     | 4p6.5s               | 2S       | 1/2  | 4p6.4d               | 2D       | 5/2  |   2 - 6   | E2    |       T3619 |          |
Sr I      |             679.1022    |               679.10198   |   7000 | 8.9e+06   | B+'  |  14317.507    -   29038.773    | 5s.5p                | 3P*      | 0    | 5s.6s                | 3S       | 1    |   1 - 3   |       |       T5178 |   L7362  |
Sr II     |                         |               686.8171    |        | 2.299e+00 | AA   |      0.00     -   14555.90     | 4p6.5s               | 2S       | 1/2  | 4p6.4d               | 2D       | 3/2  |   2 - 4   | M1+E2 |       T7311 |          |
Sr III    |             687.3445    |               687.3460    |     12 |           |      | 269388.34     -  283933.04     | 4p5.(2P*<3/2>).6s    | 2[3/2]*  | 1    | 4p5.(2P*<3/2>).6p    | 2[1/2]   | 0    |   3 - 1   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             687.8313    |               687.83128   |  12000 | 2.7e+07   | B+   |  14504.334    -   29038.773    | 5s.5p                | 3P*      | 1    | 5s.6s                | 3S       | 1    |   3 - 3   |       |       T5178 |   L7362  |
Sr I      |             689.2585    |               689.25894   |   2300 | 4.69e+04  | A+   |      0.000    -   14504.334    | 5s2                  | 1S       | 0    | 5s.5p                | 3P*      | 1    |   1 - 3   |       |       T6787 |   L7362  |
Sr I      |             707.0071    |               707.0072    |  14000 | 4.2e+07   | B    |  14898.545    -   29038.773    | 5s.5p                | 3P*      | 2    | 5s.6s                | 3S       | 1    |   5 - 3   |       |       T5178 |   L7362  |
Sr I      |             715.302     |               715.3057    |    170 |           |      |  21698.452    -   35674.637    | 5s.5p                | 1P*      | 1    | 5p2                  | 3P       | 2    |   3 - 5   |       |             |  L13482  |
Sr I      |             716.7143    |               716.7142    |  1100l | 9.4e+06   | C+   |  20149.685    -   34098.404    | 5s.4d                | 1D       | 2    | 5s.6p                | 1P*      | 1    |   5 - 3   |       |       T5960 |   L7362  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             723.2131    |               723.2128    |   440l | 6.0e+06   | C+   |  20149.685    -   33973.065    | 5s.4d                | 1D       | 2    | 5s.6p                | 3P*      | 2    |   5 - 5   |       |       T5960 |   L7362  |
Sr III    |             725.7093    |               725.709     |     10 |           |      | 278706.16     -  292481.99     | 4p5.(2P*<1/2>).6s    | 2[1/2]*  | 1    | 4p5.(2P*<1/2>).6p    | 2[1/2]   | 0    |   3 - 1   |       |             |   L1771  |
Sr I      |             728.7344    |               728.7349    |    70h | 1.6e+06   | C+   |  20149.685    -   33868.317    | 5s.4d                | 1D       | 2    | 5s.6p                | 3P*      | 1    |   5 - 3   |       |       T5960 |   L7362  |
Sr I      |             730.9417    |               730.94166   |   1700 | 3.9e+07   | C+   |  20149.685    -   33826.899    | 5s.4d                | 1D       | 2    | 4d.5p                | 1D*      | 2    |   5 - 5   |       |       T5960 |   L7362  |
Sr III    |             731.6292    |               731.6309    |     30 |           |      | 268660.40     -  282324.73     | 4p5.(2P*<3/2>).6s    | 2[3/2]*  | 2    | 4p5.(2P*<3/2>).6p    | 2[3/2]   | 2    |   5 - 5   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             740.812     |               740.8117    |     17 |           |      |  21698.452    -   35193.442    | 5s.5p                | 1P*      | 1    | 5p2                  | 3P       | 0    |   3 - 1   |       |             |  L13482  |
Sr III    |             742.1626    |               742.1657    |      1 |           |      | 268448.63     -  281919.00     | 4p5.(2P*<3/2>).5d    | 2[1/2]*  | 0    | 4p5.(2P*<3/2>).6p    | 2[3/2]   | 1    |   1 - 3   |       |             |   L1771  |
Sr I      |             743.842     |               743.8414    |     10 | 5.0e+05   | A'   |  20149.685    -   33589.709    | 5s.4d                | 1D       | 2    | 4d.5p                | 3F*      | 3    |   5 - 7   |       |       T5178 |  L13482  |
Sr I      |             750.338     |               750.3448    |      3 |           |      |  21698.452    -   35021.989    | 5s.5p                | 1P*      | 1    | 5s.5d                | 3D       | 2    |   3 - 5   |       |             |  L13482  |
Sr III    |             759.6148    |               759.6133    |      8 |           |      | 268660.40     -  281821.37     | 4p5.(2P*<3/2>).6s    | 2[3/2]*  | 2    | 4p5.(2P*<3/2>).4f    | 2[5/2]   | 2    |   5 - 5   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             762.1500    |               762.14999   |    100 | 7.8e+06   | A'   |  20149.685    -   33266.851    | 5s.4d                | 1D       | 2    | 4d.5p                | 3F*      | 2    |   5 - 5   |       |       T5178 |   L7362  |
Sr I      |             767.3077    |               767.3077    |   200s | 6.6e+06   | C    |  21698.452    -   34727.447    | 5s.5p                | 1P*      | 1    | 5s.5d                | 1D       | 2    |   3 - 5   |       |       T5363 |   L7362  |
Sr III    |             771.5070    |               771.5099    |      4 |           |      | 268960.97     -  281919.00     | 4p5.(2P*<3/2>).5d    | 2[1/2]*  | 1    | 4p5.(2P*<3/2>).6p    | 2[3/2]   | 1    |   3 - 3   |       |             |   L1771  |
Sr III    |             772.8022    |               772.801     |     30 |           |      | 269388.34     -  282324.73     | 4p5.(2P*<3/2>).6s    | 2[3/2]*  | 1    | 4p5.(2P*<3/2>).6p    | 2[3/2]   | 2    |   3 - 5   |       |             |   L1771  |
Sr III    |             775.9418    |               775.939     |     20 |           |      | 278375.24     -  291259.30     | 4p5.(2P*<1/2>).6s    | 2[1/2]*  | 0    | 4p5.(2P*<1/2>).6p    | 2[1/2]   | 1    |   1 - 3   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             781.0860    |               781.083     |     50 |           |      | 268660.40     -  281459.61     | 4p5.(2P*<3/2>).6s    | 2[3/2]*  | 2    | 4p5.(2P*<3/2>).6p    | 2[5/2]   | 3    |   5 - 7   |       |             |   L1771  |
Sr III    |             788.9492    |               788.949     |     36 |           |      | 278706.16     -  291377.76     | 4p5.(2P*<1/2>).6s    | 2[1/2]*  | 1    | 4p5.(2P*<1/2>).6p    | 2[3/2]   | 2    |   3 - 5   |       |             |   L1771  |
Sr III    |             796.3951    |               796.394     |     12 |           |      | 278706.16     -  291259.30     | 4p5.(2P*<1/2>).6s    | 2[1/2]*  | 1    | 4p5.(2P*<1/2>).6p    | 2[1/2]   | 1    |   3 - 3   |       |             |   L1771  |
Sr III    |             797.8275    |               797.823     |     36 |           |      | 269388.34     -  281919.00     | 4p5.(2P*<3/2>).6s    | 2[3/2]*  | 1    | 4p5.(2P*<3/2>).6p    | 2[3/2]   | 1    |   3 - 3   |       |             |   L1771  |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
