[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Mg (all spectra): 1067 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 50
Query NIST Bibliographic Databases for
Mg (new window)
Mg Energy Levels
Mg Line Wavelengths and Classification
Mg Transition Probabilities
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                  Observed  |                    Ritz    |  Rel. |    Aki    | Acc. |           Ei           Ek           |              Lower level               |               Upper level               |  gi   gk  |Type|                       TP  |    Line  |
          |                 Wavelength |                 Wavelength |  Int. |    s^-1   |      |         (cm-1)       (cm-1)         |----------------------------------------|-----------------------------------------|           |    |                      Ref. |    Ref.  |
          |                  Air (nm)  |                  Air (nm)  |  (?)  |           |      |                                     | Conf.                 | Term    | J    | Conf.                 | Term     | J    |           |    |                           |          |
Mg II     |                 716.6676   |                 716.6694   |    2* |           |      |   103689.92      -    117639.51     | 2p6.5f                | 2F*     | 7/2  | 2p6.11g               | 2G       | 9/2  |   8 - 10  |    |                           |   L7414  |
Mg IV     |                            |                 716.99     |       | 1.45e+01  | E    |   582578.4       -    596521.8      | 2s2.2p4.(1D).3s       | 2D      | 3/2  | 2s2.2p4.(3P).3p       | 4P*      | 5/2  |   4 - 6   |    |                       c46 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg IV     |                            |                 716.99     |       | 4.38e-09  | D+   |   582578.4       -    596521.8      | 2s2.2p4.(1D).3s       | 2D      | 3/2  | 2s2.2p4.(3P).3p       | 4P*      | 5/2  |   4 - 6   | M2 |                       c48 |          |
Mg I      |                 719.3172   |                 719.3184   |    10 | 1.18e+06  | D    |    46403.065     -     60301.283    | 3s.3d                 | 1D      | 2    | 3s.9f                 | 1F*      | 3    |   5 - 7   |    |                  T6298c72 |   L6095  |
Mg I      |                 729.1060   |                 729.1055   |    10 | 6.27e+04  | C+   |    43503.333     -     57214.992    | 3s.4s                 | 1S      | 0    | 3s.6p                 | 1P*      | 1    |   1 - 3   |    |                     T5539 |   L6095  |
Mg I      |                 738.7004   |                 738.7001   |     5 |           |      |    46403.065     -     59936.63     | 3s.3d                 | 1D      | 2    | 3s.9p                 | 1P*      | 1    |   5 - 3   |    |                           |   L6095  |
Mg I      |                 738.7685   |                 738.7689   |    12 | 1.74e+06  | C+   |    46403.065     -     59935.370    | 3s.3d                 | 1D      | 2    | 3s.8f                 | 1F*      | 3    |   5 - 7   |    |                     T5539 |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg III    |                 742.9846   |                 742.9859   |     3 |           |      |   546531.6       -    559987.1      | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1    | 2s2.2p5.(2P*<3/2>).4p | 2[1/2]   | 1    |   3 - 3   |    |                           |   L1434  |
Mg I      |                            |                 757.3180   |       | 9.67e-05  | D+   |    21850.405     -     35051.264    | 3s.3p                 | 3P*     | 0    | 3s.3p                 | 1P*      | 1    |   1 - 3   | M1 |                       c43 |          |
Mg II     |                 758.0764   |                 758.0748   |    4* |           |      |   103689.86      -    116877.54     | 2p6.5f                | 2F*     | 5/2  | 2p6.10g               | 2G       | 7/2  |   6 - 8   |    |                           |   L7414  |
Mg II     |                 758.0764   |                 758.0782   |    4* |           |      |   103689.92      -    116877.54     | 2p6.5f                | 2F*     | 7/2  | 2p6.10g               | 2G       | 9/2  |   8 - 10  |    |                           |   L7414  |
Mg I      |                            |                 758.4705   |       | 7.22e-05  | D+   |    21870.464     -     35051.264    | 3s.3p                 | 3P*     | 1    | 3s.3p                 | 1P*      | 1    |   3 - 3   | M1 |                       c43 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                            |                 758.4705   |       | 3.76e-05  | C    |    21870.464     -     35051.264    | 3s.3p                 | 3P*     | 1    | 3s.3p                 | 1P*      | 1    |   3 - 3   | E2 |                       c43 |          |
Mg II     |                 758.9558   |                 758.9553   |     3 |           |      |   103705.66      -    116878.04     | 2p6.5g                | 2G      | 9/2  | 2p6.10h               | 2H*      | 11/2 |  10 - 12  |    |                           |   L7414  |
Mg II     |                            |                 760.327    |       | 1.17e+05  | D    |   103689.86      -    116838.48     | 2p6.5f                | 2F*     | 5/2  | 2p6.10d               | 2D       | 3/2  |   6 - 4   |    |                    c59,LS |          |
Mg II     |                            |                 760.329    |       | 5.55e+03  | E    |   103689.86      -    116838.45     | 2p6.5f                | 2F*     | 5/2  | 2p6.10d               | 2D       | 5/2  |   6 - 6   |    |                    c59,LS |          |
Mg II     |                            |                 760.332    |       | 1.11e+05  | D    |   103689.92      -    116838.45     | 2p6.5f                | 2F*     | 7/2  | 2p6.10d               | 2D       | 5/2  |   8 - 6   |    |                    c59,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                            |                 760.8206   |       | 2.65e-05  | C    |    21911.178     -     35051.264    | 3s.3p                 | 3P*     | 2    | 3s.3p                 | 1P*      | 1    |   5 - 3   | E2 |                       c43 |          |
Mg I      |                            |                 760.8206   |       | 1.19e-04  | D+   |    21911.178     -     35051.264    | 3s.3p                 | 3P*     | 2    | 3s.3p                 | 1P*      | 1    |   5 - 3   | M1 |                       c43 |          |
Mg I      |                 765.7603   |                 765.7603   |    20 | 1.23e+06  | C    |    41197.403     -     54252.726    | 3s.4s                 | 3S      | 1    | 3s.5p                 | 3P*      | 2    |   3 - 5   |    |               T6298c72,LS |   L6095  |
Mg I      |                 765.9152   |                 765.9152   |    19 | 1.23e+06  | C    |    41197.403     -     54250.086    | 3s.4s                 | 3S      | 1    | 3s.5p                 | 3P*      | 1    |   3 - 3   |    |               T6298c72,LS |   L6095  |
Mg I      |                 765.9902   |                 765.9901   |    17 | 1.23e+06  | D+   |    41197.403     -     54248.809    | 3s.4s                 | 3S      | 1    | 3s.5p                 | 3P*      | 0    |   3 - 1   |    |               T6298c72,LS |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 769.0165   |                 769.0123   |     8 |           |      |    46403.065     -     59403.18     | 3s.3d                 | 1D      | 2    | 3s.8p                 | 1P*      | 1    |   5 - 3   |    |                           |   L6095  |
Mg I      |                 769.1550   |                 769.1553   |    15 | 2.66e+06  | B    |    46403.065     -     59400.763    | 3s.3d                 | 1D      | 2    | 3s.7f                 | 1F*      | 3    |   5 - 7   |    |                     T5539 |   L6095  |
Mg I      |                 772.2614   |                 772.2583   |    1* |           |      |    47957.027     -     60902.50     | 3s.3d                 | 3D      | 2    | 3s.12f                | 3F*      | 3    |   5 - 7   |    |                           |   L6095  |
Mg I      |                 772.2614   |                 772.2593   |    1* |           |      |    47957.045     -     60902.50     | 3s.3d                 | 3D      | 3    | 3s.12f                | 3F*      | 4    |   7 - 9   |    |                           |   L6095  |
Mg I      |                 772.2614   |                 772.2601   |    1* |           |      |    47957.058     -     60902.50     | 3s.3d                 | 3D      | 1    | 3s.12f                | 3F*      | 2    |   3 - 5   |    |                           |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                            |                 774.6326   |       | 6.09e-07  | C+   |    35051.264     -     47957.058    | 3s.3p                 | 1P*     | 1    | 3s.3d                 | 3D       | 1    |   3 - 3   | M2 |                       c43 |          |
Mg I      |                            |                 774.6334   |       | 2.20e-05  | B+   |    35051.264     -     47957.045    | 3s.3p                 | 1P*     | 1    | 3s.3d                 | 3D       | 3    |   3 - 7   | M2 |                       c43 |          |
Mg I      |                 774.6343   |                 774.6345   |     1 |           |      |    35051.264     -     47957.027    | 3s.3p                 | 1P*     | 1    | 3s.3d                 | 3D       | 2    |   3 - 5   |    |                           |   L6095  |
